iter	F1	Logloss
323	0.9627001095	0.08754195083
324	0.9627260084	0.0875020492
325	0.9627441699	0.08745939096
326	0.9627389584	0.08735253922
327	0.9627700702	0.08729691845
328	0.9627804911	0.08725804147
329	0.9627752808	0.08722098636
330	0.9628193422	0.0871265069
331	0.9627830209	0.08708981319
332	0.9628270843	0.08704782629
333	0.9629074674	0.08697498579
334	0.962977438	0.08692469659
335	0.9630007996	0.08688221355
336	0.9629644844	0.08682344971
337	0.9630267071	0.08680225484
338	0.9630189562	0.0867481863
339	0.9630137532	0.08673229915
340	0.9630630198	0.08670672469
341	0.9631045299	0.08665117791
342	0.9631408362	0.08656526172
343	0.9631070842	0.08654264614
344	0.9631252389	0.08646133767
345	0.9631563482	0.08642049153
346	0.9631329946	0.08636287505
347	0.9632108068	0.08630000028
348	0.9632108068	0.08627963421
349	0.9632341542	0.08622280733
350	0.9632600649	0.08614695029
351	0.9632911711	0.08610532307
352	0.9633481907	0.08603870606
353	0.9633974457	0.08593969278
354	0.9634907617	0.08588050715
355	0.9635037204	0.08580952678
356	0.9636099955	0.08571068459
357	0.9635918506	0.08567429134
358	0.9636099955	0.08565344489
359	0.9635866657	0.08560355366
360	0.9635866657	0.08559080649
361	0.9636592439	0.0855362603
362	0.9637162708	0.08546482791
363	0.9637577344	0.08535258035
364	0.963752555	0.08533097783
365	0.9636981278	0.08527747512
366	0.9636851661	0.08518443631
367	0.9636670225	0.08511994864
368	0.9637395933	0.08510161431
369	0.963752555	0.08508510974
370	0.9637836581	0.08505881582
371	0.9637784794	0.08500866656
372	0.9638458637	0.08493590496
373	0.9639210322	0.08489398023
374	0.9638769662	0.08483362352
375	0.9640273036	0.08478423753
376	0.9640091668	0.08476942617
377	0.9640454398	0.08471573109
378	0.9640350984	0.08467489433
379	0.9640091668	0.084612384
380	0.9640454398	0.08458002658
381	0.9640868793	0.08457149027
382	0.9641723755	0.08451908054
383	0.9641231459	0.0844924279
384	0.9641750097	0.08443286546
385	0.9641361114	0.0843936108
386	0.9641750097	0.08435520289
387	0.9641361114	0.08432703405
388	0.9641309441	0.08426932167
389	0.9641801757	0.08422397973
390	0.9641723755	0.08417988757
391	0.9641853413	0.08415774732
392	0.964242372	0.08412024414
393	0.9642605026	0.08405743639
394	0.9643589534	0.0839769403
395	0.9643589534	0.08392913655
396	0.9644341128	0.08391583018
397	0.964428955	0.08386169089
398	0.9644938055	0.08375093598
399	0.9644627072	0.08370148301
400	0.9644886491	0.08368882792
401	0.9644834923	0.08364326014
402	0.9645249036	0.08360654566
403	0.9644886491	0.08359902661
404	0.964550847	0.08356115333
405	0.9645767918	0.08352927449
406	0.9645638192	0.08349564136
407	0.9645560015	0.08347676932
408	0.9646000713	0.08345272817
409	0.9646674174	0.08341686394
410	0.9646519638	0.08336975084
411	0.9646208644	0.08333578769
412	0.964633838	0.08327531241
413	0.964670089	0.08326105551
414	0.9647244607	0.08323699534
415	0.9647347582	0.08320830943
416	0.9647399064	0.08319904477
417	0.9647710002	0.08315993048
418	0.9648202131	0.08310293175
419	0.9648202131	0.08303042634
420	0.9648410161	0.08299823545
421	0.9648047752	0.08289247933
422	0.9648047752	0.08286349304
423	0.964822896	0.08283537606
424	0.9648929176	0.08281443943
425	0.96493699	0.08272620984
426	0.9649913449	0.08270939553
427	0.9650275784	0.08267037428
428	0.9651286982	0.08258796711
429	0.9651286982	0.08255144502
430	0.9651389701	0.08251484803
431	0.9650613722	0.08247125691
432	0.9650613722	0.08244856073
433	0.9651078784	0.08240716248
434	0.9651570834	0.08231179477
435	0.9651751961	0.08229342681
436	0.9651157197	0.08224406062
437	0.9651519482	0.08216507136
438	0.9652062863	0.08190832365
439	0.965252772	0.08183479536
440	0.965317665	0.08179010366
441	0.9652582025	0.08173952066
442	0.9652944249	0.0817201119
443	0.9653487536	0.08165278322
444	0.965374714	0.08153651002
445	0.9654058031	0.0815010357
446	0.9654317656	0.0814274993
447	0.9654420179	0.08139043491
448	0.9654963353	0.0813692018
449	0.9655093165	0.08135122754
450	0.9655404026	0.08129782418
451	0.965545525	0.08123672603
452	0.9655612447	0.08115729656
453	0.9655742276	0.08110801928
454	0.9656104362	0.081064855
455	0.9655868518	0.08100316572
456	0.9655868518	0.08095177143
457	0.9655585066	0.08090237699
458	0.9656568803	0.08086671095
459	0.9657162974	0.08080946431
460	0.9657241636	0.08077140328
461	0.9657111809	0.08075507804
462	0.9657241636	0.08072159293
463	0.9657576082	0.08062299926
464	0.9657654757	0.08055826141
465	0.9657965555	0.0805346541
466	0.9657654757	0.08052073983
467	0.965827635	0.0804664801
468	0.9658716982	0.08042399013
469	0.9659259818	0.08040893037
470	0.965894904	0.08039380813
471	0.9658406185	0.08036527164
472	0.9658768095	0.08035427371
473	0.9659440751	0.0803294264
474	0.9659310912	0.08029788516
475	0.9660113355	0.08026035658
476	0.9659802598	0.08025909272
477	0.9660164419	0.08018671899
478	0.966034532	0.080124997
479	0.9659983511	0.08008579668
480	0.9660085644	0.08004230461
481	0.9660707103	0.07997992062
482	0.9660966794	0.07992925797
483	0.9661147677	0.07990788827
484	0.9661175468	0.07987486381
485	0.9661458404	0.07983373034
486	0.9661588259	0.07977047386
487	0.9662390571	0.07972771676
488	0.9662390571	0.07971087948
489	0.9661871144	0.07966276298
490	0.9662752267	0.079622589
491	0.9663062972	0.07959176667
492	0.9662933106	0.07955794359
493	0.9662803244	0.07949525172
494	0.9662984076	0.07946346228
495	0.9662984076	0.07939464901
496	0.966244156	0.07936405733
497	0.9662701288	0.07933448506
498	0.9662571422	0.07927875629
499	0.9663554501	0.07924466262
