iter	Passed	Remaining
365	3834	6641
366	3843	6628
367	3852	6615
368	3861	6603
369	3870	6589
370	3878	6576
371	3890	6568
372	3903	6561
373	3915	6553
374	3926	6543
375	3938	6536
376	3948	6524
377	3957	6512
378	3966	6499
379	3977	6489
380	3986	6477
381	3996	6465
382	4005	6452
383	4015	6441
384	4024	6429
385	4033	6415
386	4042	6403
387	4051	6390
388	4059	6377
389	4069	6364
390	4078	6351
391	4086	6338
392	4095	6326
393	4105	6314
394	4114	6302
395	4123	6290
396	4134	6279
397	4143	6267
398	4153	6255
399	4163	6244
400	4172	6232
401	4181	6220
402	4191	6208
403	4202	6199
404	4211	6187
405	4221	6175
406	4231	6164
407	4239	6151
408	4248	6138
409	4257	6126
410	4265	6113
411	4276	6103
412	4286	6091
413	4295	6080
414	4304	6068
415	4315	6058
416	4325	6047
417	4335	6036
418	4344	6024
419	4353	6011
420	4362	5999
421	4371	5987
422	4382	5977
423	4391	5965
424	4401	5955
425	4411	5944
426	4421	5933
427	4431	5922
428	4441	5911
429	4450	5899
430	4459	5887
431	4469	5876
432	4479	5866
433	4489	5854
434	4498	5843
435	4509	5834
436	4520	5823
437	4530	5813
438	4540	5801
439	4550	5790
440	4561	5782
441	4571	5771
442	4582	5761
443	4594	5753
444	4604	5742
445	4615	5733
446	4624	5720
447	4633	5709
448	4642	5697
449	4652	5686
450	4661	5674
451	4670	5662
452	4679	5650
453	4689	5639
454	4699	5629
455	4711	5620
456	4720	5608
457	4731	5599
458	4740	5587
459	4750	5576
460	4759	5564
461	4769	5553
462	4778	5542
463	4787	5530
464	4797	5519
465	4807	5508
466	4817	5498
467	4828	5488
468	4839	5478
469	4848	5467
470	4860	5459
471	4870	5448
472	4880	5437
473	4890	5426
474	4900	5416
475	4910	5405
476	4919	5394
477	4929	5382
478	4938	5371
479	4946	5359
480	4956	5348
481	4966	5337
482	4977	5327
483	4985	5315
484	4994	5303
485	5004	5292
486	5013	5281
487	5024	5272
488	5034	5261
489	5046	5252
490	5056	5241
491	5065	5229
492	5077	5221
493	5089	5213
494	5100	5203
495	5120	5202
496	5129	5191
497	5140	5181
498	5150	5170
499	5159	5159
500	5169	5148
501	5178	5137
502	5188	5126
503	5197	5114
504	5208	5105
505	5218	5095
506	5228	5083
507	5237	5072
508	5246	5060
509	5256	5050
510	5266	5039
511	5276	5029
512	5286	5018
513	5296	5007
514	5306	4996
515	5314	4985
516	5325	4975
517	5336	4965
518	5346	4955
519	5356	4944
520	5366	4934
521	5375	4922
522	5385	4911
523	5395	4901
524	5406	4891
525	5415	4880
526	5425	4869
527	5434	4857
528	5443	4846
529	5452	4835
530	5461	4823
531	5471	4813
532	5481	4802
533	5491	4791
534	5501	4781
535	5511	4770
536	5521	4760
537	5530	4748
538	5539	4737
539	5548	4726
540	5559	4717
541	5568	4705
542	5580	4696
543	5590	4685
544	5599	4675
545	5609	4664
546	5619	4653
547	5630	4643
548	5639	4632
549	5647	4620
550	5658	4611
551	5668	4600
552	5678	4590
553	5690	4580
554	5700	4571
555	5712	4561
556	5721	4550
557	5731	4540
558	5744	4531
559	5753	4520
560	5763	4509
561	5772	4499
562	5782	4488
563	5791	4477
564	5801	4466
565	5811	4456
566	5823	4447
567	5834	4437
568	5844	4427
569	5855	4417
570	5868	4409
571	5879	4399
572	5889	4388
573	5902	4380
574	5914	4371
575	5926	4362
576	5936	4352
577	5948	4343
578	5961	4334
579	5970	4323
580	5982	4314
581	5993	4304
582	6005	4295
583	6019	4287
584	6031	4278
585	6041	4268
586	6053	4259
587	6063	4248
588	6073	4238
589	6083	4227
590	6094	4217
591	6104	4207
592	6115	4197
593	6124	4185
594	6134	4175
595	6143	4164
596	6152	4153
597	6162	4142
598	6172	4132
599	6181	4120
600	6190	4109
601	6199	4098
602	6208	4087
603	6217	4076
604	6225	4064
605	6235	4054
606	6244	4043
607	6253	4031
608	6261	4020
609	6270	4008
610	6280	3998
611	6289	3987
612	6299	3976
613	6308	3966
614	6318	3955
615	6327	3944
616	6336	3933
617	6344	3921
618	6354	3910
619	6364	3900
620	6373	3889
621	6381	3878
622	6390	3867
623	6400	3856
624	6409	3845
625	6419	3835
626	6428	3824
627	6437	3813
628	6446	3802
629	6455	3791
630	6464	3780
631	6473	3769
632	6483	3758
633	6492	3747
634	6501	3736
635	6510	3726
636	6521	3716
637	6530	3705
638	6539	3694
639	6549	3684
640	6560	3674
641	6570	3664
642	6581	3654
643	6592	3644
644	6604	3634
645	6615	3624
646	6625	3614
647	6635	3604
648	6647	3595
649	6656	3584
650	6667	3574
651	6680	3565
652	6689	3554
653	6700	3544
654	6710	3534
655	6721	3524
656	6732	3514
657	6742	3504
658	6753	3494
659	6762	3483
660	6773	3473
661	6782	3462
662	6792	3452
663	6802	3442
664	6811	3431
665	6820	3420
666	6829	3409
667	6837	3398
668	6847	3387
669	6856	3377
670	6866	3366
671	6874	3355
672	6883	3344
673	6892	3333
674	6901	3323
675	6910	3312
676	6919	3301
677	6928	3290
678	6937	3279
679	6946	3268
680	6954	3257
681	6964	3247
682	6972	3236
683	6981	3225
684	6990	3214
685	7001	3204
686	7010	3193
687	7019	3183
688	7028	3172
689	7037	3161
690	7048	3151
691	7057	3140
692	7065	3130
693	7075	3119
694	7085	3109
695	7098	3100
696	7107	3089
697	7115	3078
698	7125	3068
699	7135	3058
700	7145	3047
701	7153	3036
702	7163	3026
703	7171	3015
704	7182	3005
705	7193	2995
706	7204	2985
707	7215	2976
708	7226	2965
709	7237	2956
710	7248	2946
711	7259	2936
712	7271	2927
713	7281	2916
714	7292	2906
715	7303	2896
716	7313	2886
717	7328	2878
718	7340	2868
719	7351	2858
720	7360	2848
721	7371	2838
722	7381	2828
723	7395	2819
724	7406	2809
725	7416	2799
726	7427	2789
727	7437	2778
728	7447	2768
729	7457	2758
730	7468	2748
731	7478	2738
732	7488	2727
733	7499	2717
734	7510	2707
735	7519	2697
736	7529	2686
737	7538	2676
738	7548	2665
739	7556	2655
740	7565	2644
741	7574	2633
742	7582	2622
743	7592	2612
744	7601	2601
745	7610	2591
746	7619	2580
747	7627	2569
748	7636	2559
749	7645	2548
750	7654	2537
751	7663	2527
752	7673	2516
753	7682	2506
754	7692	2496
755	7701	2485
756	7711	2475
757	7721	2465
758	7732	2455
759	7741	2444
760	7750	2434
761	7760	2423
762	7769	2413
763	7777	2402
764	7786	2391
765	7797	2381
766	7806	2371
767	7815	2360
768	7823	2350
769	7832	2339
770	7841	2328
771	7850	2318
772	7861	2308
773	7871	2298
774	7880	2287
775	7889	2277
776	7901	2267
777	7911	2257
778	7921	2247
779	7930	2236
780	7939	2226
781	7947	2215
782	7957	2205
783	7966	2194
784	7976	2184
785	7987	2174
786	7995	2163
787	8005	2153
788	8015	2143
789	8025	2133
790	8035	2123
791	8054	2115
792	8079	2108
793	8092	2099
794	8105	2090
795	8116	2080
796	8125	2069
797	8136	2059
798	8148	2049
799	8158	2039
800	8169	2029
801	8178	2019
802	8190	2009
803	8201	1999
804	8210	1988
805	8220	1978
806	8229	1968
807	8242	1958
808	8250	1947
809	8259	1937
810	8268	1926
811	8277	1916
812	8287	1906
813	8296	1895
814	8305	1885
815	8314	1874
816	8324	1864
817	8332	1853
818	8342	1843
819	8350	1833
820	8359	1822
821	8368	1812
822	8376	1801
823	8385	1791
824	8394	1780
825	8403	1770
826	8411	1759
827	8420	1749
828	8429	1738
829	8437	1728
830	8447	1717
831	8455	1707
832	8464	1696
833	8473	1686
834	8481	1676
835	8491	1665
836	8500	1655
837	8509	1644
838	8518	1634
839	8527	1624
840	8534	1613
841	8544	1603
842	8554	1593
843	8565	1583
844	8575	1573
845	8587	1563
846	8598	1553
847	8608	1542
848	8618	1532
849	8627	1522
850	8636	1512
851	8645	1501
852	8654	1491
853	8664	1481
854	8673	1471
855	8684	1460
856	8693	1450
857	8702	1440
858	8712	1430
859	8721	1419
860	8731	1409
861	8740	1399
862	8749	1388
863	8758	1378
864	8768	1368
865	8777	1358
866	8787	1348
867	8796	1337
868	8807	1327
869	8816	1317
870	8825	1307
871	8834	1296
872	8844	1286
873	8853	1276
874	8862	1266
875	8870	1255
876	8880	1245
877	8889	1235
878	8898	1224
879	8907	1214
880	8916	1204
881	8925	1194
882	8934	1183
883	8944	1173
884	8954	1163
885	8963	1153
886	8973	1143
887	8982	1132
888	8992	1122
889	9002	1112
890	9011	1102
891	9023	1092
892	9032	1082
893	9041	1072
894	9053	1062
895	9062	1051
896	9073	1041
897	9083	1031
898	9092	1021
899	9102	1011
900	9112	1001
901	9122	991
902	9132	981
903	9141	970
904	9152	960
905	9161	950
906	9171	940
907	9182	930
908	9192	920
909	9202	910
910	9212	900
911	9223	889
912	9233	879
913	9242	869
914	9252	859
915	9262	849
916	9272	839
917	9282	829
918	9291	818
919	9302	808
920	9313	798
921	9323	788
922	9332	778
923	9341	768
924	9352	758
925	9361	748
926	9371	738
927	9382	727
928	9392	717
929	9403	707
930	9413	697
931	9424	687
932	9434	677
933	9445	667
934	9454	657
935	9464	647
936	9474	637
937	9483	626
938	9493	616
939	9502	606
940	9512	596
941	9521	586
942	9530	576
943	9539	565
944	9550	555
945	9560	545
946	9570	535
947	9580	525
948	9590	515
949	9600	505
950	9610	495
951	9619	485
952	9629	474
953	9638	464
954	9647	454
955	9657	444
956	9666	434
957	9676	424
958	9685	414
959	9694	403
960	9703	393
961	9713	383
962	9722	373
963	9731	363
964	9741	353
965	9751	343
966	9759	333
967	9769	322
968	9779	312
969	9789	302
970	9799	292
971	9809	282
972	9818	272
973	9827	262
974	9836	252
975	9846	242
976	9855	232
977	9864	221
978	9873	211
979	9883	201
980	9893	191
981	9905	181
982	9916	171
983	9927	161
984	9940	151
985	9949	141
986	9958	131
987	9966	121
988	9976	110
989	9986	100
990	9997	90
991	10006	80
992	10016	70
993	10025	60
994	10035	50
995	10046	40
996	10056	30
997	10065	20
998	10074	10
999	10083	0
